battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1699,1,0.5,0,16.0,0,21,0.1,156,4,20.0,105.0,1099,1181,16,3.0,18,1,1,0,1
1359,0,0.6,0,4.0,0,59,0.3,86,2,6.0,1692.0,1902,3142,19,3.0,17,0,1,1,3
1698,0,2.1,0,5.0,1,18,0.9,160,6,20.0,363.0,994,796,13,3.0,14,1,0,1,0
667,0,1.3,1,4.0,1,6,0.1,149,6,10.0,272.0,870,3566,9,5.0,12,1,0,1,2
609,1,0.5,0,4.0,1,10,0.1,81,6,6.0,113.0,1524,1905,16,3.0,18,1,1,1,1
1575,0,2.5,1,1.0,1,11,0.2,185,7,20.0,492.0,818,2182,7,3.0,17,1,1,0,2
1503,1,0.7,0,10.0,1,43,0.2,166,4,14.0,841.0,1304,2122,15,1.0,2,1,0,0,2
1632,1,1.4,0,5.0,0,41,0.1,132,4,1.0,706.0,1623,2614,5,4.0,15,1,0,0,2
1002,0,0.8,1,4.0,1,35,0.5,83,2,4.0,1345.0,1416,1726,16,5.0,19,1,0,1,1
1254,0,1.7,0,14.0,1,45,0.4,146,3,3.0,1571.0,1956,606,7,2.0,2,1,1,1,1
1070,1,3.0,0,9.0,0,19,0.8,160,7,16.0,90.0,1614,2647,14,13.0,20,0,1,0,2
1027,1,0.8,0,7.0,0,18,1.0,146,7,11.0,338.0,534,1234,7,4.0,14,1,0,1,0
852,0,1.0,1,4.0,1,62,0.7,104,7,13.0,293.0,1159,2253,17,4.0,7,1,1,0,1
786,0,2.2,1,8.0,0,33,0.5,141,7,6.0,507.0,1697,2390,12,11.0,5,1,0,1,2
601,1,1.4,0,4.0,1,4,0.1,154,4,13.0,356.0,765,532,12,8.0,10,1,1,1,0
1126,1,2.4,0,2.0,1,10,0.4,160,6,3.0,1223.0,1611,2050,7,6.0,12,1,1,1,2
1733,1,2.8,0,3.0,1,36,1.0,119,6,20.0,357.0,527,3576,17,16.0,9,1,0,0,3
980,1,0.5,0,8.0,1,33,0.9,160,6,15.0,1008.0,1758,2268,7,5.0,4,1,1,0,2
1948,0,2.9,1,4.0,0,5,0.2,136,1,13.0,651.0,700,361,6,1.0,10,0,1,0,0
1225,0,0.7,1,6.0,0,60,0.1,107,2,15.0,10.0,1567,2423,17,11.0,6,1,0,0,2
1563,0,2.4,0,12.0,1,24,0.2,170,8,13.0,142.0,1699,3660,7,5.0,5,1,1,0,3
825,0,2.9,1,1.0,0,34,0.8,99,8,17.0,1471.0,1866,2915,8,2.0,10,1,1,0,3
1991,0,2.8,0,3.0,1,15,0.1,181,1,13.0,298.0,1037,1861,8,5.0,17,1,1,1,1
1424,0,0.5,1,16.0,1,23,0.6,80,4,18.0,1399.0,1663,1053,14,11.0,16,1,1,1,1
1154,0,1.1,1,2.0,1,5,0.2,98,1,13.0,539.0,1240,1470,12,15.0,12,1,0,0,1
1312,0,1.3,0,5.0,1,10,0.6,163,2,9.0,95.0,893,3941,6,2.0,13,1,1,1,3
1515,1,2.1,1,4.0,1,24,0.9,176,5,6.0,747.0,1247,3104,6,5.0,20,1,0,0,3
569,1,2.5,1,1.0,0,41,0.3,124,1,1.0,388.0,605,2651,17,7.0,4,0,0,0,1
1652,1,1.1,1,1.0,0,36,0.7,89,4,5.0,313.0,1264,2338,12,8.0,20,0,0,0,2
936,1,2.3,0,5.0,1,57,0.2,129,2,6.0,657.0,938,2049,12,8.0,5,1,1,0,1
1230,1,2.2,1,6.0,0,26,0.8,123,5,7.0,416.0,676,988,11,5.0,9,0,1,1,0
713,1,1.6,0,7.0,1,2,0.4,181,8,9.0,1211.0,1378,485,10,6.0,4,1,1,1,0
689,0,2.9,1,3.0,1,7,0.8,147,2,6.0,487.0,722,1241,9,13.0,16,1,0,0,0
560,1,2.0,1,6.0,1,57,0.3,81,3,12.0,80.0,1327,2167,11,10.0,7,1,0,1,1
1330,0,0.9,0,6.0,1,52,0.8,84,4,12.0,462.0,1304,3269,19,6.0,8,1,1,0,3
1234,0,1.7,1,8.0,0,17,0.9,174,6,15.0,209.0,725,3351,12,9.0,19,0,0,1,2
1866,0,0.5,0,13.0,1,52,0.7,185,1,17.0,356.0,563,373,14,9.0,3,1,0,1,0
1303,0,1.0,1,6.0,1,15,0.1,138,3,10.0,229.0,1604,2574,12,4.0,14,1,1,1,2
668,0,2.9,1,7.0,0,30,0.2,195,8,12.0,522.0,1056,2399,10,5.0,7,1,1,1,1
1289,0,0.9,0,10.0,1,25,1.0,178,6,12.0,765.0,899,1043,6,2.0,11,1,1,0,0
1776,1,2.1,1,10.0,0,35,0.1,172,4,16.0,278.0,623,1813,16,13.0,20,1,1,1,1
1347,0,1.5,1,10.0,0,56,0.3,95,1,19.0,398.0,1528,2456,13,2.0,13,1,1,1,2
714,1,0.5,0,1.0,0,30,0.3,145,4,2.0,643.0,1527,2302,12,10.0,10,0,1,1,1
587,1,2.3,1,4.0,0,6,0.7,170,1,16.0,612.0,1793,2777,9,2.0,14,1,1,0,2
1591,1,2.2,0,3.0,1,49,0.4,154,6,7.0,1384.0,1883,3703,17,6.0,20,1,1,0,3
1673,1,1.6,0,2.0,0,42,0.5,182,5,6.0,214.0,679,3094,12,4.0,20,0,0,0,2
561,1,1.0,0,8.0,0,11,0.1,163,8,10.0,492.0,1176,3421,16,2.0,5,1,1,1,2
1405,0,1.7,0,11.0,0,8,0.3,107,4,7.0,284.0,1036,2376,19,6.0,11,0,1,0,2
1448,0,1.4,1,13.0,0,26,1.0,156,3,16.0,1792.0,1850,1175,12,9.0,6,0,1,0,1
1572,0,0.6,0,2.0,1,58,0.2,157,7,8.0,1109.0,1937,2462,12,8.0,10,1,0,0,3
1991,0,2.2,1,1.0,1,42,0.7,82,1,13.0,366.0,613,722,6,5.0,10,1,1,0,0
1021,1,0.5,1,1.0,1,53,0.7,136,3,6.0,905.0,1988,2631,17,3.0,7,1,1,0,2
1023,1,0.7,0,2.0,1,63,0.7,153,7,8.0,367.0,1985,3155,11,10.0,7,1,1,1,3
1531,0,2.0,0,6.0,1,60,0.4,162,6,1.0,625.0,765,2524,13,11.0,7,1,0,0,2
623,0,1.4,1,4.0,1,15,0.2,189,3,1.0,778.0,844,3510,14,4.0,18,1,0,1,2
1664,1,2.9,1,9.0,1,15,0.5,177,7,19.0,1178.0,1929,1968,12,7.0,9,1,0,0,2
880,1,1.7,1,1.0,0,33,0.7,173,2,2.0,30.0,1350,1414,12,1.0,7,1,1,0,0
827,1,0.6,1,9.0,1,35,0.2,87,6,17.0,23.0,826,2367,5,3.0,15,1,0,1,1
1815,0,2.8,0,2.0,0,33,0.6,159,4,17.0,607.0,748,1482,18,3.0,2,1,0,0,1
1577,0,0.5,1,1.0,1,42,0.3,197,5,4.0,1045.0,1737,2060,19,6.0,12,1,0,0,2
733,1,0.6,1,12.0,0,63,0.3,105,7,10.0,950.0,1739,984,17,4.0,9,1,0,1,0
531,0,1.1,0,10.0,0,63,0.7,189,7,14.0,145.0,1903,2958,17,1.0,19,0,1,0,2
1010,1,2.0,1,2.0,1,8,0.9,139,5,3.0,547.0,957,2625,15,11.0,12,1,1,0,2
1493,0,1.5,1,13.0,0,53,0.5,102,5,16.0,240.0,1414,2083,19,15.0,20,0,1,1,2
502,0,0.8,0,7.0,0,52,1.0,82,6,8.0,281.0,1159,2666,5,4.0,20,1,1,0,2
1648,0,0.7,0,6.0,1,64,0.8,170,4,9.0,1153.0,1876,610,8,1.0,6,1,1,0,1
1822,0,1.2,0,5.0,0,8,0.2,195,6,20.0,172.0,910,2577,9,5.0,8,1,1,0,2
798,1,0.5,1,7.0,0,2,0.8,148,2,15.0,497.0,627,3593,14,9.0,3,0,1,0,2
1281,1,2.3,1,5.0,0,28,0.3,148,1,6.0,1285.0,1617,1129,12,1.0,6,0,1,0,1
1373,1,1.0,1,2.0,0,50,0.2,127,7,12.0,105.0,673,3800,8,3.0,14,1,0,0,3
1722,1,1.0,0,7.0,0,25,0.8,88,6,19.0,1179.0,1638,2376,5,1.0,19,0,0,1,3
1793,0,1.8,1,10.0,0,12,0.5,169,6,17.0,1086.0,1418,3533,16,14.0,15,1,1,1,3
1976,1,0.7,1,4.0,0,32,0.8,171,2,7.0,1301.0,1922,3699,17,11.0,13,0,1,1,3
504,1,1.0,0,8.0,0,14,0.5,189,7,9.0,881.0,1129,1607,15,1.0,10,1,1,1,0
1151,1,2.9,1,6.0,0,31,0.6,128,8,1.0,1022.0,1560,2377,18,8.0,13,0,1,0,2
1831,0,1.4,1,2.0,0,43,0.9,150,5,5.0,611.0,1381,3834,17,7.0,13,1,1,1,3
637,0,2.3,0,3.0,1,60,0.8,97,4,4.0,1125.0,1989,374,18,4.0,8,1,0,1,0
1723,1,1.1,1,1.0,0,42,1.0,164,8,14.0,202.0,1791,3587,10,5.0,3,1,0,0,3
1562,1,1.2,1,3.0,1,52,0.1,105,7,9.0,480.0,728,2829,13,10.0,3,1,1,1,2
1242,1,2.4,0,8.0,0,28,0.2,166,4,9.0,315.0,1796,318,11,10.0,19,1,0,0,0
1450,1,2.7,1,9.0,0,19,0.6,131,1,17.0,707.0,1882,575,15,9.0,12,0,0,0,0
1496,1,1.3,1,3.0,1,6,0.5,85,3,9.0,549.0,1383,3571,16,1.0,11,1,1,1,3
793,0,1.2,1,1.0,1,38,0.6,176,4,7.0,1226.0,1815,3139,6,1.0,12,1,1,1,3
1547,1,3.0,1,2.0,1,14,0.7,198,3,19.0,1042.0,1832,2059,5,5.0,15,1,0,1,2
1689,1,0.5,0,11.0,0,9,0.5,150,5,15.0,467.0,675,2637,8,4.0,3,1,0,0,2
833,1,0.6,1,5.0,1,27,0.3,145,4,2.0,649.0,1290,586,19,8.0,19,1,0,1,0
1631,0,0.9,1,2.0,1,3,0.1,198,7,12.0,177.0,1905,301,13,5.0,13,1,0,0,0
1253,0,0.7,0,2.0,1,34,0.9,113,4,10.0,161.0,647,3518,7,3.0,8,1,1,1,3
1974,0,1.0,0,4.0,0,24,0.3,80,7,13.0,250.0,545,861,7,4.0,6,1,0,1,0
1444,1,2.1,0,9.0,0,38,0.4,104,7,16.0,624.0,917,3764,14,9.0,10,0,0,0,3
1821,0,1.7,0,4.0,1,10,0.8,139,8,10.0,381.0,1018,3220,13,8.0,18,1,0,1,3
1379,1,2.1,1,14.0,1,63,1.0,83,1,17.0,207.0,1370,651,9,6.0,7,1,1,0,0
1496,1,1.9,1,13.0,0,38,0.1,126,4,14.0,501.0,506,1927,17,4.0,6,0,0,1,1
534,1,2.5,0,1.0,1,21,0.3,164,7,9.0,347.0,1477,2706,7,5.0,18,1,1,0,2
728,0,1.7,1,11.0,1,5,0.6,101,2,20.0,584.0,775,834,16,4.0,5,1,1,0,0
1496,1,2.0,1,4.0,0,42,0.5,182,5,5.0,96.0,741,854,16,10.0,7,0,1,1,0
1695,1,0.5,1,2.0,1,47,0.5,189,5,13.0,308.0,1208,1629,8,6.0,11,1,1,0,1
1702,1,2.3,1,12.0,1,47,0.6,107,2,19.0,1284.0,1643,595,10,6.0,19,1,0,1,1
1934,1,2.7,0,8.0,1,2,0.1,118,4,16.0,242.0,1127,2190,18,1.0,9,1,0,1,2
612,1,0.5,1,1.0,1,20,0.8,179,8,6.0,1145.0,1487,3282,16,2.0,18,1,1,1,3
854,0,1.0,0,5.0,1,17,0.9,101,4,9.0,730.0,1148,3115,7,7.0,2,1,0,0,2
570,1,0.5,1,2.0,0,9,0.3,111,7,5.0,1331.0,1917,3663,14,10.0,14,0,0,0,3
1172,1,2.1,1,4.0,0,41,0.1,95,3,7.0,1314.0,1884,1107,7,3.0,5,0,0,0,1
775,0,1.0,0,3.0,0,46,0.7,159,2,16.0,862.0,1864,568,17,15.0,11,1,1,1,0
1868,0,2.0,1,13.0,1,42,0.2,169,1,4.0,347.0,660,3131,8,3.0,7,1,1,1,3
1577,0,1.0,1,3.0,1,64,0.1,105,3,7.0,116.0,1432,2967,7,3.0,7,1,1,1,3
1329,1,1.7,0,5.0,1,23,0.6,198,8,6.0,380.0,682,2308,11,10.0,9,1,1,0,1
857,1,2.0,1,3.0,0,17,0.2,195,7,9.0,157.0,948,3100,17,5.0,13,1,1,0,2
962,1,1.1,1,3.0,0,17,0.1,161,8,20.0,546.0,1424,3438,14,3.0,20,0,0,0,3
547,0,1.9,1,1.0,0,37,0.4,154,5,4.0,371.0,541,2705,17,3.0,10,1,1,0,1
1735,1,1.9,1,1.0,1,59,0.7,148,6,3.0,137.0,846,3230,6,1.0,9,1,1,0,3
1442,0,2.2,0,5.0,1,56,0.7,145,5,3.0,1626.0,1668,1513,11,8.0,7,1,1,0,2
1095,1,0.5,0,4.0,0,45,0.5,197,1,5.0,179.0,1247,560,9,1.0,10,1,1,0,0
1454,1,0.5,1,1.0,0,34,0.7,83,4,3.0,250.0,1033,3419,7,5.0,5,1,1,0,3
1152,1,2.1,1,4.0,1,26,0.3,82,2,18.0,1304.0,1673,3284,15,2.0,8,1,0,1,3
1821,0,0.9,0,9.0,1,12,0.3,114,1,18.0,97.0,1803,2430,7,4.0,6,1,1,1,2
648,1,1.8,0,1.0,1,60,0.1,195,4,4.0,931.0,1811,819,10,3.0,4,1,0,0,0
913,0,1.7,1,1.0,1,41,0.3,103,1,14.0,431.0,1144,2278,15,3.0,18,1,1,0,1
1180,1,1.2,0,5.0,1,50,1.0,144,4,20.0,925.0,1252,1464,7,3.0,20,1,1,1,1
741,0,1.5,0,1.0,0,14,0.3,178,5,13.0,334.0,594,1886,19,11.0,9,1,1,1,0
1066,0,3.0,1,6.0,1,5,0.5,167,5,7.0,53.0,1504,1044,8,7.0,11,1,0,0,0
1008,0,2.5,0,3.0,0,36,1.0,109,1,14.0,825.0,1972,1083,6,4.0,6,0,0,0,1
1898,0,1.8,1,3.0,1,56,0.2,185,7,4.0,444.0,739,2114,10,5.0,19,1,1,1,2
1866,1,2.5,1,3.0,1,47,0.8,89,5,9.0,358.0,1782,1444,7,4.0,20,1,0,0,1
1766,1,0.5,1,1.0,1,22,0.8,122,8,4.0,291.0,1318,3297,7,5.0,16,1,0,0,3
1979,1,2.9,1,5.0,1,19,1.0,176,3,9.0,1331.0,1532,411,8,2.0,2,1,1,1,0
835,0,0.8,1,2.0,1,42,0.8,128,5,18.0,396.0,1378,2583,15,2.0,13,1,1,1,2
1447,0,0.5,0,3.0,0,40,0.7,184,2,5.0,963.0,1062,471,8,4.0,20,0,0,1,0
513,1,0.5,0,6.0,1,44,0.1,186,4,12.0,619.0,867,1343,5,1.0,9,1,1,0,0
1910,1,1.7,0,6.0,0,34,0.6,115,2,9.0,985.0,1284,309,8,4.0,10,0,0,1,0
1569,0,2.8,1,17.0,0,44,0.3,110,4,20.0,45.0,1942,1260,9,2.0,17,1,0,0,1
1747,1,0.9,0,6.0,1,48,0.7,94,3,19.0,947.0,1131,2362,17,2.0,19,1,1,0,2
765,1,2.5,0,3.0,0,44,0.3,88,8,11.0,1364.0,1851,2256,6,1.0,19,0,1,1,2
1329,1,1.0,0,1.0,0,52,0.9,181,6,2.0,1053.0,1458,1228,8,6.0,6,1,0,1,1
1081,1,2.5,1,13.0,0,49,1.0,99,3,17.0,284.0,519,325,9,1.0,6,0,0,1,0
972,1,1.7,0,11.0,1,54,0.7,107,3,4.0,681.0,1050,1900,16,8.0,19,1,0,1,1
1348,0,2.0,0,5.0,0,52,0.3,98,3,20.0,1869.0,1942,955,18,11.0,7,1,1,1,1
1289,0,0.8,1,3.0,1,16,0.9,161,6,17.0,713.0,1854,3167,14,8.0,20,1,1,0,3
965,1,1.5,1,5.0,0,13,1.0,109,2,14.0,130.0,998,1138,9,8.0,10,0,1,0,0
1234,1,1.6,1,1.0,0,33,0.6,172,1,3.0,166.0,778,1449,11,7.0,6,0,0,1,0
1799,0,1.0,0,1.0,1,30,0.6,123,3,9.0,617.0,1386,445,10,8.0,10,1,1,0,0
1753,0,0.7,0,4.0,0,40,0.6,191,4,11.0,1652.0,1983,1112,8,2.0,15,1,1,1,1
868,1,0.9,0,5.0,0,5,0.4,137,4,7.0,40.0,1311,1519,13,9.0,2,0,0,1,0
687,1,1.3,0,9.0,1,50,0.6,151,4,20.0,584.0,1151,3416,14,6.0,8,1,1,0,3
1642,0,0.5,1,16.0,1,8,0.3,171,6,17.0,129.0,873,2984,13,4.0,17,1,0,1,2
829,0,0.5,0,4.0,0,56,0.6,129,7,1.0,91.0,1916,820,12,6.0,11,1,0,1,0
1589,0,0.6,0,3.0,0,5,0.8,112,5,2.0,776.0,1397,3430,7,5.0,19,1,1,1,3
1164,0,1.0,0,4.0,1,19,0.9,95,8,18.0,729.0,1704,3309,15,3.0,3,1,0,1,3
1439,0,0.9,0,12.0,1,20,0.8,147,1,17.0,626.0,932,1790,19,12.0,15,1,0,1,1
649,1,1.4,0,4.0,1,19,0.8,190,7,12.0,344.0,1551,739,18,1.0,2,1,1,0,0
1910,0,1.4,0,4.0,0,29,0.6,146,7,2.0,333.0,639,2944,8,7.0,2,1,1,1,2
535,0,1.5,0,1.0,1,48,0.7,113,1,4.0,290.0,811,740,11,10.0,18,1,1,0,0
1077,0,2.5,1,3.0,1,45,1.0,174,3,4.0,897.0,1304,1965,6,2.0,6,1,1,0,1
1772,1,0.5,1,3.0,0,64,0.7,116,8,15.0,270.0,545,1834,5,2.0,20,0,1,1,1
1602,0,1.6,1,10.0,1,35,0.1,99,7,7.0,1325.0,1800,1829,18,17.0,13,1,0,0,2
560,0,0.5,0,14.0,0,23,1.0,146,8,15.0,356.0,1903,2360,17,16.0,18,0,1,1,1
1063,1,2.5,0,3.0,1,31,0.9,95,6,10.0,295.0,935,961,16,6.0,5,1,1,0,0
1035,0,0.6,1,2.0,1,44,0.5,99,3,3.0,236.0,1960,3506,14,5.0,12,1,1,0,3
1414,1,2.2,1,1.0,1,49,0.5,101,4,1.0,130.0,887,2290,13,5.0,12,1,1,0,1
932,0,1.3,0,1.0,0,64,0.7,154,7,2.0,1176.0,1224,3817,8,7.0,9,1,1,1,3
598,0,2.3,1,7.0,0,21,0.7,196,2,10.0,680.0,1173,3293,8,4.0,7,1,0,1,2
1658,1,1.4,0,5.0,1,39,0.7,182,1,5.0,410.0,522,3483,10,1.0,15,1,0,1,3
1670,1,3.0,0,14.0,0,62,0.5,114,8,20.0,1117.0,1330,3024,6,6.0,20,0,0,1,3
1284,1,2.8,1,1.0,0,10,0.9,155,2,14.0,160.0,516,2197,16,2.0,9,0,1,1,1
877,0,1.3,1,9.0,1,46,0.8,135,1,14.0,457.0,652,3260,14,12.0,6,1,0,0,2
1270,1,2.3,0,4.0,0,58,0.5,104,5,1.0,1512.0,1716,3299,13,4.0,16,0,0,1,3
1611,1,0.5,1,11.0,0,3,0.6,98,3,14.0,303.0,714,1595,8,4.0,9,1,0,1,1
940,0,2.9,0,1.0,0,16,0.7,115,4,1.0,499.0,1090,2192,15,13.0,9,1,1,1,1
1314,1,2.8,1,13.0,1,5,1.0,87,4,18.0,82.0,512,3411,17,16.0,18,1,0,0,3
1489,0,2.4,1,8.0,0,32,0.6,200,1,16.0,172.0,812,776,7,6.0,8,0,0,0,0
1310,1,1.1,1,13.0,0,7,1.0,194,5,14.0,117.0,513,3182,8,4.0,5,1,1,0,2
1561,0,0.5,1,10.0,1,4,0.5,134,2,13.0,885.0,1811,1783,13,12.0,10,1,1,0,2
972,1,0.5,1,5.0,0,13,0.4,193,5,8.0,1392.0,1795,1615,11,6.0,13,0,1,0,1
1754,1,2.1,1,1.0,1,52,1.0,101,4,3.0,199.0,1452,3019,11,6.0,19,1,0,1,3
1811,1,2.0,0,3.0,1,22,0.2,82,2,8.0,358.0,614,2847,9,2.0,4,1,0,1,2
1185,0,1.9,0,6.0,0,31,0.4,152,8,7.0,837.0,1642,2447,16,2.0,3,1,1,1,2
1001,0,2.8,1,1.0,0,40,0.2,117,3,7.0,922.0,1836,3654,13,9.0,10,1,1,1,3
1507,1,0.9,1,3.0,1,42,0.4,123,5,5.0,682.0,888,1486,15,3.0,19,1,0,0,1
1143,0,1.2,1,1.0,1,22,1.0,125,3,6.0,1116.0,1724,1214,12,5.0,16,1,1,0,1
1113,0,0.6,1,6.0,0,25,0.3,145,1,10.0,1047.0,1312,277,11,2.0,12,1,0,1,0
1735,0,1.8,1,16.0,0,34,0.1,140,2,17.0,149.0,876,2392,17,15.0,19,1,0,1,2
1960,1,2.1,0,1.0,0,7,0.2,165,7,9.0,868.0,877,3773,11,9.0,6,0,1,1,3
1083,1,1.4,1,2.0,1,49,0.8,156,5,9.0,295.0,503,1338,16,8.0,5,1,1,1,0
1996,0,2.5,0,5.0,1,51,0.4,122,4,9.0,671.0,1445,2236,8,7.0,12,1,0,1,2
1883,1,0.5,0,3.0,1,10,0.3,146,6,13.0,836.0,1739,2600,16,8.0,20,1,0,0,3
1806,1,2.0,1,2.0,1,54,0.1,117,1,11.0,347.0,727,3142,13,4.0,6,1,0,1,3
1117,0,0.5,0,1.0,0,12,0.6,144,7,8.0,798.0,817,2895,7,6.0,16,1,1,0,2
1697,0,0.5,0,3.0,1,60,0.1,90,4,9.0,88.0,1046,441,15,1.0,11,1,1,0,0
1786,0,2.6,0,6.0,0,14,1.0,115,4,15.0,616.0,912,3038,18,11.0,14,1,0,0,3
950,1,0.5,0,9.0,0,55,0.1,156,5,10.0,774.0,843,1095,14,12.0,13,0,1,0,0
616,0,1.9,1,13.0,1,44,0.8,81,3,17.0,651.0,1618,3366,18,8.0,13,1,1,0,3
1236,1,2.8,0,6.0,1,32,0.3,143,4,18.0,492.0,1403,942,16,12.0,14,1,1,1,0
917,1,0.5,0,1.0,1,31,0.5,88,6,2.0,423.0,909,3424,19,2.0,13,1,1,0,3
1715,1,0.5,1,1.0,1,18,0.1,96,6,3.0,674.0,1375,2598,17,2.0,3,1,0,0,3
718,1,1.6,1,1.0,1,30,0.4,93,3,12.0,662.0,997,1601,10,9.0,12,1,1,1,1
1358,0,1.7,0,10.0,0,60,0.6,147,3,1.0,889.0,1635,440,14,10.0,13,1,0,0,0
873,1,0.5,1,6.0,0,8,0.6,152,7,9.0,1257.0,1411,575,15,8.0,7,1,0,1,0
1760,0,1.9,0,1.0,1,50,0.8,198,1,2.0,273.0,1704,2549,10,8.0,4,1,1,0,2
1717,1,1.3,0,1.0,0,62,0.7,130,1,3.0,609.0,810,3226,6,4.0,5,0,1,0,3
705,1,0.5,0,5.0,1,57,0.9,155,6,9.0,1114.0,1374,1509,15,11.0,18,1,1,1,1
723,1,1.9,0,4.0,0,30,0.3,102,1,7.0,1467.0,1901,2339,19,9.0,17,0,1,1,2
732,1,1.3,0,5.0,1,32,0.4,163,8,7.0,1661.0,1836,3883,12,2.0,5,1,0,1,3
817,0,1.3,0,12.0,0,11,0.5,144,3,11.0,722.0,766,2039,11,6.0,19,0,1,0,1
727,1,1.5,0,10.0,1,32,1.0,131,7,1.0,813.0,1377,1891,19,13.0,7,1,0,1,1
1464,0,0.5,1,5.0,1,17,0.7,153,6,8.0,418.0,1341,1277,13,6.0,19,1,0,0,1
1206,0,3.0,1,10.0,1,30,0.6,127,3,13.0,1581.0,1713,1825,7,1.0,4,1,0,1,2
1100,1,1.6,0,12.0,0,15,0.1,112,8,14.0,919.0,1344,757,12,2.0,16,1,1,1,0
686,1,2.7,1,6.0,0,36,0.1,194,4,1.0,64.0,745,1503,10,11.0,13,0,0,0,0
510,1,2.0,1,5.0,1,45,0.9,168,6,16.0,483.0,754,3919,19,4.0,2,1,1,1,3
673,1,2.2,1,2.0,0,3,0.4,84,2,9.0,1109.0,1247,2719,19,2.0,9,1,1,1,2
805,1,0.7,0,4.0,0,64,0.1,97,4,14.0,641.0,704,418,11,6.0,17,0,1,1,0
1397,0,2.9,1,13.0,0,9,0.5,87,6,18.0,1308.0,1991,3137,12,1.0,11,1,1,1,3
1658,1,1.4,1,11.0,1,38,0.3,159,5,15.0,51.0,739,2609,12,11.0,19,1,0,0,2
984,0,0.5,1,3.0,1,9,0.8,140,3,20.0,531.0,707,841,18,15.0,16,1,0,0,0
1517,0,2.5,0,2.0,1,8,0.8,169,4,18.0,570.0,1645,2738,18,16.0,12,1,0,0,2
1583,1,2.1,1,11.0,0,14,0.7,148,7,16.0,942.0,1651,1704,17,13.0,2,1,0,1,2
1625,1,0.5,1,2.0,1,50,0.1,107,8,17.0,8.0,1219,670,16,3.0,8,1,0,0,0
819,0,0.6,1,8.0,1,42,0.9,188,6,20.0,339.0,1242,1814,5,4.0,13,1,0,1,1
1554,0,2.8,1,7.0,0,23,0.1,105,6,18.0,699.0,1492,2184,13,9.0,20,1,0,1,2
848,1,1.5,1,4.0,1,36,0.3,151,4,16.0,56.0,527,2289,10,2.0,19,1,1,1,1
717,1,0.5,1,4.0,0,10,0.6,198,1,5.0,217.0,1106,688,10,7.0,15,0,1,0,0
1678,0,2.1,0,3.0,1,64,0.9,134,3,11.0,436.0,536,278,19,8.0,10,1,1,0,0
1371,0,0.5,0,4.0,0,52,0.5,167,4,19.0,471.0,663,3034,13,6.0,8,0,0,0,2
574,1,3.0,0,1.0,1,30,0.9,126,2,3.0,94.0,1334,1167,5,3.0,19,1,0,0,0
683,0,0.7,0,5.0,0,19,0.9,173,4,17.0,954.0,1985,2622,16,3.0,5,0,0,1,2
1254,1,1.2,0,2.0,1,27,0.2,134,2,10.0,1288.0,1372,817,14,1.0,16,1,1,1,0
1408,1,2.5,0,3.0,0,32,0.1,151,4,6.0,875.0,982,3162,19,18.0,3,1,0,0,3
1245,1,0.6,0,2.0,0,30,0.7,105,5,3.0,330.0,1434,2676,17,8.0,7,1,0,0,2
1562,1,0.7,0,1.0,0,55,0.1,140,8,1.0,1032.0,1776,2096,15,3.0,3,0,0,0,2
1936,0,2.1,1,10.0,1,46,0.6,104,3,20.0,667.0,1036,2552,14,7.0,13,1,0,0,2
1800,1,3.0,0,5.0,0,53,0.3,87,1,12.0,191.0,1108,656,14,10.0,18,0,0,1,0
907,0,1.4,1,3.0,0,42,0.2,151,1,16.0,171.0,507,584,11,9.0,6,1,0,0,0
1926,1,1.7,1,1.0,1,33,0.4,172,3,2.0,982.0,1157,2488,6,1.0,14,1,0,0,2
1089,0,1.4,1,10.0,0,2,0.1,153,7,20.0,211.0,1409,2620,7,5.0,13,1,0,0,2
1811,0,2.9,0,10.0,0,33,0.2,132,8,2.0,1099.0,1553,2610,8,3.0,13,1,1,0,3
530,1,2.6,0,1.0,0,40,0.9,118,6,2.0,818.0,1090,1229,16,11.0,2,0,1,0,0
553,0,2.4,1,1.0,1,8,0.5,121,7,3.0,325.0,902,1204,11,4.0,8,1,1,1,0
1939,1,2.8,1,4.0,1,55,0.6,199,4,10.0,320.0,520,1047,14,10.0,18,1,1,0,0
1989,1,2.9,1,8.0,0,17,0.1,193,8,15.0,629.0,682,2369,7,5.0,18,1,1,0,2
1504,0,2.3,1,1.0,0,64,0.9,182,1,2.0,19.0,1923,3059,6,5.0,10,0,1,0,3
1539,1,2.6,0,1.0,0,41,0.1,159,8,16.0,1112.0,1666,2107,15,9.0,10,1,0,1,2
717,0,1.1,1,2.0,1,14,0.1,99,8,6.0,1878.0,1981,629,16,15.0,20,1,0,0,0
1831,1,2.2,1,4.0,0,55,1.0,189,8,9.0,1693.0,1790,1133,14,3.0,10,0,1,0,1
511,1,0.6,1,12.0,0,50,0.1,175,3,16.0,140.0,622,1484,9,7.0,8,1,0,0,0
1109,1,2.7,1,1.0,0,39,0.4,98,1,9.0,1391.0,1787,1524,15,10.0,7,1,1,1,1
935,1,0.5,1,3.0,1,58,0.1,155,5,12.0,639.0,1087,2473,10,4.0,9,1,0,1,2
